gid	pagina	volgnr	standplaats	ol	nb	x	y	rang	latlon_bonne	crd_bonne
652	377	316	Haaksbergen	6.74271891111111188	52.15513333333333333333	127173	74495	2	01010000206E6C04002E5F654E8BF81A40D397B868DB134A40	01010000206C6C040000000000500CFF4000000000F02FF240
653	377	319	Haastrecht	4.77427446666666722	52.00135277777777777778	-7525	55778	2	01010000206E6C040042D8E167DB1813403B28EC532C004A40	01010000206C6C0400000000000065BDC000000000403CEB40
654	378	321	Hall	6.10455780000000026	52.11161666666666666667	83599	68738	2	01010000206E6C0400B62A2E33116B1840CD827674490E4A40	01010000206C6C040000000000F068F4400000000020C8F040
655	378	322	Hallum	5.78567168888888883	53.30787222222222222222	60095	201507	2	01010000206E6C0400F8AE841E8724174049E5625B68A74A40	01010000206C6C040000000000E057ED400000000018990841
656	378	324	Ham (Den-)	6.49514668888888913	52.46476111111111111111	109471	108531	2	01010000206E6C04007B00CEBB07FB19406156C64A7D3B4A40	01010000206C6C040000000000F0B9FA4000000000307FFA40
657	378	327	Hardegarijp	5.94504391111111197	53.21854166666666666667	70862	191710	2	01010000206E6C04004C064E97B9C71740C6925F2CF99B4A40	01010000206C6C040000000000E04CF14000000000F0660741
659	378	332	Harig	5.56404113333333328	52.90320833333333333333	45753	156323	2	01010000206E6C0400CC0FB5FF934116401792A6549C734A40	01010000206C6C0400000000002057E6400000000018150341
660	378	334	Haringkarspel	4.75836057777777821	52.74081666666666666666	-8475	138049	2	01010000206E6C04006186E0AC8F08134021D59D14D35E4A40	01010000206C6C040000000000808DC0C00000000008DA0041
661	378	338	Hartskamp (Molen)	5.75260502222222225	52.12378611111111111111	59480	69746	2	01010000206E6C0400C8FF14E4AA021740EB752939D80F4A40	01010000206C6C040000000000000BED40000000002007F140
662	378	339	Haskerdijken	5.86723002222222245	53.00650555555555555556	65990	168047	2	01010000206E6C040014379E250B7817403D2D8E2CD5804A40	01010000206C6C040000000000601CF0400000000078830441
663	378	340	Hasselt	6.08986613333333349	52.59106944444444444444	81704	122054	2	01010000206E6C04000FBD1EDE055C1840E2C6DE29A84B4A40	01010000206C6C04000000000080F2F3400000000060CCFD40
664	378	341	Hattem	6.07055780000000045	52.47491944444444444445	80608	109111	2	01010000206E6C04002CE9CD4D40481840CB0F0D29CA3C4A40	01010000206C6C04000000000000AEF3400000000070A3FA40
665	378	342	Havelte	6.24839668888888866	52.77552222222222222223	92054	142766	2	01010000206E6C040092D99CB35BFE184002E2EA4F44634A40	01010000206C6C0400000000006079F64000000000706D0141
666	378	343	Hazerswoude	4.59548002222222252	52.09660833333333333333	-19759	66409	2	01010000206E6C04009176D383C5611240081870A95D0C4A40	01010000206C6C040000000000C04BD3C0000000009036F040
667	379	346	Heemskerk	4.67162168888888907	52.51083055555555555556	-14407	112474	2	01010000206E6C04008F3F9498BDAF12404EF448E562414A40	01010000206C6C0400000000008023CCC000000000A075FB40
669	379	350	Heerde	6.04107446666666714	52.38680000000000000000	78763	99277	2	01010000206E6C0400CE22CC6C0F2A1840E10B93A982314A40	01010000206C6C040000000000B03AF34000000000D03CF840
670	379	353	Heerenveen (Paleis van justitie)	5.9224105777777778	52.96183333333333333333	69764	163128	2	01010000206E6C0400FD2804668CB01740466FCB5A1D7B4A40	01010000206C6C0400000000004008F14000000000C0E90341
671	379	355	Heeten	6.2801633555555556	52.33288055555555555556	95150	93563	2	01010000206E6C040052988624E31E1940EFCA7DD49B2A4A40	01010000206C6C040000000000E03AF74000000000B0D7F640
672	379	357	Heilo	4.71317446666666662	52.60554444444444444444	-11562	123005	2	01010000206E6C0400CEB34A684ADA1240EA94F87A824D4A40	01010000206C6C0400000000000095C6C000000000D007FE40
673	379	359	Heino	6.23419391111111132	52.43616388888888888889	91804	104992	2	01010000206E6C040005945487D0EF1840AB3CE337D4374A40	01010000206C6C040000000000C069F6400000000000A2F940
674	379	362	Hellendoorn	6.44877446666666643	52.38933055555555555555	106503	100074	2	01010000206E6C0400E873A6888BCB1940E9B86995D5314A40	01010000206C6C0400000000007000FA4000000000A06EF840
675	379	363	Hellevoetsluis	4.12981613333333364	51.82362222222222222223	-51976	36268	2	01010000206E6C0400AAA33C85EE841040055AF6736CE94940	01010000206C6C0400000000000061E9C00000000080B5E140
676	379	366	Hem	5.1839133555555561	52.66174722222222222222	20295	129286	2	01010000206E6C04008FA25DC853BC1440E7D40A22B4544A40	01010000206C6C040000000000C0D1D340000000006090FF40
677	379	367	Hengelo (Gelderland)	6.31119391111111128	52.05265277777777777778	97878	62435	2	01010000206E6C040007BFDB9DA93E1940B04C8353BD064A40	01010000206C6C04000000000060E5F74000000000607CEE40
678	379	369	Hengstdljk	3.99622724444444488	51.34471666666666666666	-61831	-16899	2	01010000206E6C04003E2F52FD45F80F4017DCFCAC1FAC4940	01010000206C6C040000000000E030EEC000000000C080D0C0
679	379	370	Hensbroek	4.88334668888888945	52.65858888888888888889	-36	128893	2	01010000206E6C04000E3BCF088C881340B4A405A44C544A40	01010000206C6C040000000000000042C000000000D077FF40
681	380	378	Herveld	5.74943002222222255	51.89876388888888888889	59561	44713	2	01010000206E6C0400075770956AFF164041CDF2B10AF34940	01010000206C6C0400000000002015ED400000000020D5E540
682	380	383	Hidaard	5.60345780000000016	53.08033333333333333334	48207	176055	2	01010000206E6C04007F106ED7F069164001B9D75C488A4A40	01010000206C6C040000000000E089E74000000000B87D0541
683	380	385	Hillegom	4.57807724444444464	52.29184444444444444444	-20860	88134	2	01010000206E6C04007CCD2D7BF34F12403F34A4285B254A40	01010000206C6C040000000000005FD4C0000000006084F540
684	380	387	Hilversum	5.17137446666666722	52.22486388888888888889	19640	80677	2	01010000206E6C0400A8CFC6C97CAF1440226A0457C81C4A40	01010000206C6C040000000000002ED3400000000050B2F340
685	380	388	Hindeloopen	5.39884391111111128	52.94374166666666666666	34608	160742	2	01010000206E6C04004BB9C9896A9815405A1AE586CC784A40	01010000206C6C04000000000000E6E04000000000309F0341
686	380	390	Hoch-Elten	6.17245502222222253	51.86448611111111111111	88736	41324	2	01010000206E6C0400CCE6A10C98B01840C3881B7BA7EE4940	01010000206C6C04000000000000AAF54000000000802DE440
687	380	395	Hollum	5.64118280000000016	53.43635277777777777777	50318	215705	2	01010000206E6C0400E50753399290164083096768DAB74A40	01010000206C6C040000000000C091E84000000000C8540A41
688	380	396	Holten (Molen)	6.43506891111111123	52.28350277777777777777	105822	88282	2	01010000206E6C040009EA62B482BD1940BB70ABD149244A40	01010000206C6C040000000000E0D5F94000000000A08DF540
689	380	397	Holwerd	5.8974522444444446	53.37179444444444444445	67443	208716	2	01010000206E6C040053719EB8FD96174098DCD9F596AF4A40	01010000206C6C0400000000003077F04000000000607A0941
690	381	399	Hoofdplaat	3.66257168888888929	51.37030000000000000000	-85023	-13718	2	01010000206E6C04002344B862F24C0D40BADA8AFD65AF4940	01010000206C6C040000000000F0C1F4C00000000000CBCAC0
691	381	400	Hoog-Blokland	4.97482724444444457	51.87431944444444444445	6262	41644	2	01010000206E6C0400FF8DF81C39E61340A91216B3E9EF4940	01010000206C6C0400000000000076B840000000008055E440
692	381	403	Hoogeveen	6.48127446666666707	52.72632222222222222223	107884	137606	2	01010000206E6C0400C9EEBA36D3EC1940B8666720F85C4A40	01010000206C6C040000000000C056FA400000000030CC0041
693	381	407	Hoogwoud	4.93463835555555619	52.71779444444444444445	3429	135482	2	01010000206E6C04001CCB4AD611BD1340D71138B0E05B4A40	01010000206C6C04000000000000CAAA4000000000D0890041
694	381	409	Hoorn (Tegenwoordige toren van de Groote Kerk)	5.06027724444444438	52.64097222222222222222	11937	126947	2	01010000206E6C0400D5536651B93D1440610BB6600B524A40	01010000206C6C0400000000008050C7400000000030FEFE40
695	381	410	Hoorn (op Terschelling)	5.34213002222222233	53.39812500000000000000	30474	211275	2	01010000206E6C04005EB22155575E1540295C8FC2F5B24A40	01010000206C6C04000000000080C2DD400000000058CA0941
696	381	414	Horssen	5.6097939111111117	51.85828055555555555556	49998	40104	2	01010000206E6C0400AE16A6D06D701640B0732223DCED4940	01010000206C6C040000000000C069E840000000000095E340
697	381	417	Houten	5.16189668888888953	52.02805000000000000000	19076	58779	2	01010000206E6C0400136FE03EC8A514408F53742497034A40	01010000206C6C04000000000000A1D2400000000060B3EC40
698	381	419	Huissen	5.94188557777777859	51.93816944444444444444	72740	49269	2	01010000206E6C0400BE8424A77DC4174069FFB4EF15F84940	01010000206C6C04000000000040C2F14000000000A00EE840
699	381	420	Huis van de Voogd (op Rottumeroog)	6.53106057777777771	53.53936666666666666666	109166	228123	2	01010000206E6C040071001758CE1F1A4064F188F709C54A40	01010000206C6C040000000000E0A6FA4000000000D8D80B41
700	381	421	Huizen	5.23347724444444484	52.29820277777777777777	23843	88854	2	01010000206E6C04000CFFA4A814EF1440E21035822B264A40	01010000206C6C040000000000C048D7400000000060B1F540
646	377	298	's Gravendeel	4.61630502222222283	51.77969166666666666667	-18462	31147	2	01010000206E6C04004F38EBA91877124006A6C0EFCCE34940	01010000206C6C0400000000008007D2C000000000C06ADE40
668	379	349	's Heer-Arendskerke	3.82330502222222268	51.49224166666666666666	-73638	-330	2	01010000206E6C0400AC9D88F120960E40EB0762C601BF4940	01010000206C6C04000000000060FAF1C00000000000A074C0
680	380	377	's Hertogenbosch (Toren van de Groote Kerk)	5.30819391111111116	51.68846944444444444444	29335	21051	2	01010000206E6C0400B731442F973B154093174AC41FD84940	01010000206C6C040000000000C0A5DC4000000000C08ED440
702	382	426	IJsselstein	5.04530502222222221	52.02150555555555555556	11078	58027	2	01010000206E6C0400ED279370642E14408FE5ACB1C0024A40	01010000206C6C04000000000000A3C540000000006055EC40
703	382	430	Ingen	5.48638835555555548	51.96013055555555555556	41404	51357	2	01010000206E6C0400BE1001CA0FF215402F00DC8EE5FA4940	01010000206C6C0400000000008037E44000000000A013E940
704	382	433	Jacobi-Parochie (St.-)	5.60364391111111182	53.27339722222222222223	48003	197536	2	01010000206E6C0400649B22A1216A16407F2120AEFEA24A40	01010000206C6C0400000000006070E74000000000001D0841
705	382	434	Jorwerd	5.71144391111111105	53.14643055555555555555	55356	183486	2	01010000206E6C040067A4ACC084D81640849F873CBE924A40	01010000206C6C0400000000008007EB4000000000F0650641
706	382	435	Joure	5.79529391111111103	52.96868333333333333334	61216	163776	2	01010000206E6C040079B8EB86612E1740686CC2D0FD7B4A40	01010000206C6C04000000000000E4ED400000000000FE0341
707	382	437	Kaap (bij Calandsoog)	4.71508557777777781	52.88200833333333333334	-11360	153764	2	01010000206E6C04005A96C9643FDC1240AA3B29A6E5704A40	01010000206C6C0400000000000030C6C00000000020C50241
708	382	438	Kaap (op Texel)	4.75836335555555578	53.09965000000000000000	-8405	177975	2	01010000206E6C040041624A6790081340F085C954C18C4A40	01010000206C6C040000000000806AC0C000000000B8B90541
709	382	439	Kaap (0p Vlieland)	4.87631335555555623	53.21788055555555555556	-505	191123	2	01010000206E6C0400F8A2CC4958811340D0459282E39B4A40	01010000206C6C04000000000000907FC00000000098540741
710	382	442	Kantens	6.63425502222222274	53.36630833333333333333	116474	209031	2	01010000206E6C0400A01207267A891A40A0F50331E3AE4A40	01010000206C6C040000000000A06FFC400000000038840941
711	382	443	Kapelle (op Zuid-Beveland)	3.95783002222222269	51.48686388888888888889	-64305	-1055	2	01010000206E6C0400349264C9A2A90F40CA30508E51BE4940	01010000206C6C0400000000002066EFC000000000007C90C0
712	383	449	Kerkwerve	3.89973557777777824	51.68699444444444444444	-68040	21259	2	01010000206E6C04006AD30C91A8320F4017B6176FEFD74940	01010000206C6C040000000000809CF0C000000000C0C2D440
713	383	455	Kijkduin (Vuurtoren)	4.72206613333333358	52.95138055555555555556	-10873	161482	2	01010000206E6C040002DDF04D65E31240A9148AD6C6794A40	01010000206C6C040000000000803CC5C00000000050B60341
714	383	461	Kockengen	4.94795502222222261	52.14859444444444444444	4385	72155	2	01010000206E6C0400F317AAB8B4CA1340CAA08B2405134A40	01010000206C6C0400000000000021B14000000000B09DF140
715	383	462	Koedijk	4.75371057777777839	52.67004444444444444445	-8803	130175	2	01010000206E6C0400BFD1A8B4CC031340B0E02F04C4554A40	01010000206C6C0400000000008031C1C000000000F0C7FF40
716	383	463	Kolhorn	4.89211335555555582	52.79432777777777777777	555	143996	2	01010000206E6C04006ABED9298691134012EE5988AC654A40	01010000206C6C0400000000000058814000000000E0930141
717	383	464	Kollum	6.14933557777777828	53.28065555555555555556	84380	198837	2	01010000206E6C040044BDFA6CEB981840A2467085ECA34A40	01010000206C6C040000000000C099F44000000000A8450841
718	383	465	Kollumerzwaag	6.073930022222223	53.26273611111111111111	79388	196753	2	01010000206E6C0400478CCE4FB44B1840A8593E56A1A14A40	01010000206C6C040000000000C061F3400000000088040841
719	383	466	Kootwijk	5.77071057777777785	52.18476111111111111111	60637	76545	2	01010000206E6C040083F2582735151740BDE58840A6174A40	01010000206C6C040000000000A09BED400000000010B0F240
720	383	467	Kortenhoef	5.09018557777777847	52.22881944444444444445	14092	81098	2	01010000206E6C04007781AC9B595C1440F5499FF4491D4A40	01010000206C6C0400000000000086CB4000000000A0CCF340
721	383	468	Koudekerke (op Walcheren)	3.55428002222222261	51.48285000000000000000	-92334	-1069	2	01010000206E6C04002A2A425D2A6F0C40D26F5F07CEBD4940	01010000206C6C040000000000E08AF6C00000000000B490C0
722	383	469	Koudekerke (op Schouwen)	3.77537724444444489	51.68385555555555555555	-76642	21032	2	01010000206E6C04009B9C17FCF8330E4046262F9488D74940	01010000206C6C04000000000020B6F2C000000000008AD440
723	383	470	Koudum	5.44898280000000046	52.91493055555555555556	38003	157561	2	01010000206E6C0400B4DDA925C2CB1540721CC7711C754A40	01010000206C6C040000000000608EE24000000000C83B0341
724	384	471	Krabbendijke	4.11137168888888915	51.43161388888888888889	-53709	-7324	2	01010000206E6C04008BE9856B0B7210407AA3B81F3FB74940	01010000206C6C040000000000A039EAC000000000009CBCC0
726	384	475	Kudelstaart	4.76125224444444495	52.24970833333333333333	-8373	83409	2	01010000206E6C0400F59457B5850B1340489A5271F61F4A40	01010000206C6C040000000000805AC0C000000000105DF440
727	384	476	Kuinre (Stadhuistoren)	5.84077724444444435	52.79009444444444444444	64535	143946	2	01010000206E6C04008170C0B5F45C1740F1D193D021654A40	01010000206C6C040000000000E082EF400000000050920141
728	384	479	Lamzwaarde	4.05555780000000077	51.34513055555555555555	-57698	-16901	2	01010000206E6C04009D26D824E4381040107BF03C2DAC4940	01010000206C6C040000000000402CECC0000000004081D0C0
729	384	481	Langezwaag	6.00317168888888908	52.98318055555555555556	75153	165590	2	01010000206E6C0400173470703F0318404D1646DCD87D4A40	01010000206C6C0400000000001059F24000000000B0360441
730	384	482	Langweer	5.72208279999999991	52.95832500000000000000	56312	162565	2	01010000206E6C040035046CAC69E3164038F8C264AA7A4A40	01010000206C6C040000000000007FEB400000000028D80341
731	384	483	Laren	6.36698557777777818	52.19284722222222222222	101385	78103	2	01010000206E6C04000DA33A11CB771940D148C037AF184A40	01010000206C6C04000000000090C0F840000000007011F340
732	384	484	Laurens (St.)	3.60324946666666701	51.52897500000000000000	-88844	4000	2	01010000206E6C0400654DD57474D30C4068B3EA73B5C34940	01010000206C6C040000000000C0B0F5C0000000000040AF40
733	384	487	Leens	6.37462724444444451	53.36027500000000000000	99213	207978	2	01010000206E6C04006051CC489E7F19408048BF7D1DAE4A40	01010000206C6C040000000000D038F8400000000050630941
734	384	488	Leerbroek	5.05079113333333396	51.90843888888888888889	11483	45449	2	01010000206E6C0400AC5F4297023414409F18BBB947F44940	01010000206C6C040000000000806DC640000000002031E640
735	384	491	Leeuwen (Herv. kerktoren)	5.55170224444444482	51.88816666666666666666	45966	43392	2	01010000206E6C04001E13E46EF1341640865D0172AFF14940	01010000206C6C040000000000C071E640000000000030E540
736	384	492	Lekkerkerk	4.68375780000000042	51.89549444444444444444	-13772	44015	2	01010000206E6C0400268A35012BBC1240BD51DC8F9FF24940	01010000206C6C04000000000000E6CAC000000000E07DE540
738	385	497	Lexmond	5.03709113333333391	51.96358333333333333333	10528	51582	2	01010000206E6C04008C8DD237FB25144094D1DBB256FB4940	01010000206C6C0400000000000090C44000000000C02FE940
739	385	499	Lichtenvoorde (R.K. kerktoren)	6.56599668888888921	51.98797500000000000000	115515	55611	2	01010000206E6C040033B0D1A294431A40FF21FDF675FE4940	01010000206C6C040000000000B033FC40000000006027EB40
740	385	507	Lochem	6.41649946666666704	52.16201944444444444444	104841	74744	2	01010000206E6C0400068A10D67EAA19403D9A9B0DBD144A40	01010000206C6C0400000000009098F94000000000803FF240
741	385	508	Loenen (Utrecht)	5.02312446666666723	52.20963055555555555556	9516	78953	2	01010000206E6C04007D48B0F0AD1714403D2D8E2CD51A4A40	01010000206C6C0400000000000096C240000000009046F340
742	385	509	Loenen (Gelderland)	6.01798557777777798	52.11791944444444444445	77660	69342	2	01010000206E6C0400C16BB1CF6A121840C7B9FEFB170F4A40	01010000206C6C040000000000C0F5F24000000000E0EDF040
743	385	514	Losser	7.00811613333333305	52.26414166666666666667	144969	87111	2	01010000206E6C04004FF27C984F081C4011ECE564CF214A40	01010000206C6C04000000000048B20141000000007044F540
744	385	517	Lunteren	5.62200224444444441	52.08426944444444444444	50584	65252	2	01010000206E6C0400BAB50728EE7C164072F85557C90A4A40	01010000206C6C04000000000000B3E8400000000080DCEF40
725	384	472	Krommenie	4.76884113333333381	52.50047777777777777778	-7810	111307	2	01010000206E6C0400E6F10D174B13134014F7E3A70F404A40	01010000206C6C0400000000000082BEC000000000B02CFB40
745	385	518	Lutte (bij Oldenzaal)	6.98709668888888924	52.31521111111111111111	143370	92749	2	01010000206E6C040018127379C9F21B406EC772D658284A40	01010000206C6C0400000000005080014100000000D0A4F640
746	386	520	Maarssen	5.04296335555555597	52.13862777777777777777	10889	71056	2	01010000206E6C04007426FC95FE2B1440B5EF158EBE114A40	01010000206C6C0400000000008044C540000000000059F140
747	386	521	Maartensbrug (St.-)	4.72908280000000047	52.78285555555555555556	-10442	142730	2	01010000206E6C0400EF4D78AE94EA1240304D609C34644A40	01010000206C6C0400000000000065C4C000000000506C0141
748	386	522	Maartensdijk	5.17128002222222261	52.15865555555555555556	19663	73311	2	01010000206E6C0400409CB70764AF14404C3843D34E144A40	01010000206C6C040000000000C033D34000000000F0E5F140
749	386	523	Maartensdijk (St.-)	4.0772411333333336	51.54962777777777777777	-55937	5829	2	01010000206E6C04005F4AB64C184F1040AD43F9335AC64940	01010000206C6C0400000000002050EBC00000000000C5B640
750	386	524	Maasbommel	5.5341300222222225	51.82157777777777777778	44823	35972	2	01010000206E6C0400560605FBF22216408456EB7529E94940	01010000206C6C040000000000E0E2E540000000008090E140
751	386	532	Makkinga	6.21712446666666718	52.98139444444444444445	89520	165624	2	01010000206E6C0400AAFA4DE055DE1840B8AE49559E7D4A40	01010000206C6C04000000000000DBF54000000000C0370441
752	386	533	Makkum	5.39951335555555545	53.06022500000000000000	34560	173703	2	01010000206E6C040095B471071A99154068B3EA73B5874A40	01010000206C6C04000000000000E0E0400000000038340541
753	386	534	Malden	5.85226891111111147	51.78210277777777777778	66812	31824	2	01010000206E6C04009F7A722EB96817404A559EF11BE44940	01010000206C6C040000000000C04FF040000000000014DF40
754	386	537	Marienberg (Windmolen)	6.5657078000000002	52.51067500000000000000	114145	113745	2	01010000206E6C0400525ED0E748431A4041F163CC5D414A40	01010000206C6C04000000000010DEFB400000000010C5FB40
755	386	538	Markelo	6.49424668888888945	52.23533611111111111111	109978	83013	2	01010000206E6C04007DBCD3CD1BFA19402065627E1F1E4A40	01010000206C6C040000000000A0D9FA40000000005044F440
756	386	539	Marken-Binnen	4.78243835555555563	52.53102222222222222223	-6882	114705	2	01010000206E6C040015FD30853721134064F24289F8434A40	01010000206C6C04000000000000E2BAC0000000001001FC40
757	386	540	Marum	6.25337446666666708	53.14595277777777777777	91604	183976	2	01010000206E6C04002FE69F987403194070A8A394AE924A40	01010000206C6C040000000000405DF6400000000040750641
758	386	541	Mastenbroek	6.02430780000000077	52.57500555555555555556	77291	120195	2	01010000206E6C04009D26D824E4181840911034C899494A40	01010000206C6C040000000000B0DEF240000000003058FD40
759	386	542	Maurik	5.42497168888888925	51.96349166666666666667	37181	51698	2	01010000206E6C0400C20346C72BB31540A426E7B153FB4940	01010000206C6C040000000000A027E24000000000403EE940
760	387	545	Meerkerk	4.99781891111111154	51.92194444444444444445	7836	46945	2	01010000206E6C0400CF359A3DC4FD134013CF8A4602F64940	01010000206C6C040000000000009CBE400000000020ECE640
761	387	551	Meliskerke	3.5110300222222226	51.51608611111111111111	-95267	2683	2	01010000206E6C0400ABBF85E896160C402F92141C0FC24940	01010000206C6C0400000000003042F7C00000000000F6A440
762	387	559	Middelharnis	4.16508557777777799	51.75819722222222222222	-49617	28966	2	01010000206E6C0400276396310CA9104066AE489B0CE14940	01010000206C6C040000000000203AE8C0000000008049DC40
763	387	560	Midden-Beemster	4.9138105777777783	52.54829166666666666666	2030	116622	2	01010000206E6C04007F2DC9F5BDA713405780DC6B2E464A40	01010000206C6C04000000000000B89F4000000000E078FC40
764	387	563	Midwold (bij Groningen)	6.39308835555555532	53.18098611111111111111	100866	188057	2	01010000206E6C0400BD32FEC08592194050208A8D2A974A40	01010000206C6C04000000000020A0F84000000000C8F40641
765	387	564	Midwoud	5.07147446666666735	52.71312222222222222222	12674	134977	2	01010000206E6C04005E54439A30491440663FC796475B4A40	01010000206C6C04000000000000C1C84000000000087A0041
766	387	566	Mijdrecht	4.86816335555555568	52.20902222222222222222	-1074	78876	2	01010000206E6C040079C98ED0FF781340754A7C3DC11A4A40	01010000206C6C04000000000000C890C000000000C041F340
767	387	567	Mijnsheerenland	4.49297724444444491	51.79843611111111111111	-26960	33271	2	01010000206E6C0400883EDA06CFF8114075958C2733E64940	01010000206C6C0400000000000054DAC000000000E03EE040
768	387	569	Millingen	6.04708280000000009	51.86319166666666666667	80105	41040	2	01010000206E6C040002D1387936301840AC4185107DEE4940	01010000206C6C040000000000908EF34000000000000AE440
769	388	578	Monster	4.17171335555555611	52.02236388888888888889	-48872	58348	2	01010000206E6C0400179739A0D5AF1040D0B1E5D1DC024A40	01010000206C6C04000000000000DDE7C000000000807DEC40
770	388	579	Montfoort	4.94835224444444499	52.04555555555555555555	4422	60692	2	01010000206E6C040084E8CBD91CCB134090A1B2C3D4054A40	01010000206C6C0400000000000046B1400000000080A2ED40
771	388	583	Muiden	5.06927724444444472	52.32911666666666666667	12636	92253	2	01010000206E6C0400C5FB2C9DF046144070F3B37E202A4A40	01010000206C6C04000000000000AEC84000000000D085F640
772	388	588	Neder-Hemert (Molen)	5.16286613333333388	51.76080833333333333333	19257	29049	2	01010000206E6C0400A72B3161C6A614407118DF2A62E14940	01010000206C6C04000000000040CED24000000000405EDC40
773	388	597	Neuzen (Herv. kerktoren)	3.82683280000000003	51.33743055555555555555	-73641	-17552	2	01010000206E6C0400B414DA835A9D0E402064A8EC30AB4940	01010000206C6C04000000000090FAF1C0000000000024D1C0
774	388	598	Nieuw-Beijer1and	4.33896335555555623	51.81120000000000000000	-37572	34758	2	01010000206E6C04003C9DBA35195B1140F241CF66D5E74940	01010000206C6C0400000000008058E2C000000000C0F8E040
775	389	600	Nieuwediep Herv.kerktoren)	4.76775780000000005	52.96176666666666666667	-7801	162632	2	01010000206E6C0400E2FEC8192F121340AFDB8D2B1B7B4A40	01010000206C6C0400000000000079BEC00000000040DA0341
776	389	607	Nieuwerkerk (Zeeland)	4.00051335555555632	51.64991666666666666666	-61122	17046	2	01010000206E6C0400164AB59286001040B63A267830D34940	01010000206C6C04000000000040D8EDC00000000080A5D040
777	389	608	Nieuwe Tonge	4.16487168888888881	51.71429166666666666667	-49680	24082	2	01010000206E6C04009B41BF1FD4A81040C011CAE86DDB4940	01010000206C6C0400000000000042E8C0000000008084D740
778	389	611	Nieuw-Loosdrecht	5.12143835555555604	52.19326666666666666666	16240	77149	2	01010000206E6C0400565D16565A7C1440C15E4EF6BC184A40	01010000206C6C04000000000000B8CF4000000000D0D5F240
779	389	612	Nieuwolde	6.97385224444444418	53.24450833333333333333	139467	196075	2	01010000206E6C0400AB19D48539E51B4011A28F0C4C9F4A40	01010000206C6C040000000000580601410000000058EF0741
780	389	613	Nieuw-Schoonebeek (R.K.kerktoren)	6.98787446666666678	52.64719444444444444444	142347	129670	2	01010000206E6C0400138C3B5D95F31B4059857E44D7524A40	01010000206C6C040000000000586001410000000060A8FF40
781	389	614	Nieuwveen	4.75773557777777789	52.19661666666666666666	-8623	77503	2	01010000206E6C0400F048D6D5EB071340479724BC2A194A40	01010000206C6C04000000000080D7C0C000000000F0EBF240
783	389	618	Nijemirdum	5.56790502222222283	52.85633611111111111111	46063	151110	2	01010000206E6C0400E0B6E6E48845164093CDF36B9C6D4A40	01010000206C6C040000000000E07DE6400000000030720241
784	389	619	Nijkerk	5.48349946666666721	52.22340277777777777778	40964	80643	2	01010000206E6C0400FEDDF37B1AEF154010325476981C4A40	01010000206C6C0400000000008000E4400000000030B0F340
786	390	623	Nisse	3.85133835555555581	51.45559444444444444444	-71749	-4434	2	01010000206E6C04004B88D77B8ACF0E40689033EB50BA4940	01010000206C6C0400000000005084F1C0000000000052B1C0
787	390	625	Noordeloos	4.94163280000000071	51.90504166666666666667	3973	45060	2	01010000206E6C0400175D83633BC41340E3ECC367D8F34940	01010000206C6C040000000000000AAF40000000008000E640
788	390	626	Noordlaren	6.66928557777777797	53.12182222222222222223	119486	181891	2	01010000206E6C0400CAF5D03259AD1A406C2FDEDE978F4A40	01010000206C6C040000000000E02BFD400000000018340641
789	390	628	Noord-Schermeer	4.81957724444444491	52.61172777777777777778	-4355	123681	2	01010000206E6C040019BDD5413F4713401FCE87184D4E4A40	01010000206C6C0400000000000003B1C0000000001032FE40
790	390	631	Noordwijkerhout	4.49323280000000036	52.26301944444444444444	-26664	84954	2	01010000206E6C04000F42E50412F91140ED0C049FAA214A40	01010000206C6C040000000000000ADAC000000000A0BDF440
791	390	632	Noordwolde	6.58868280000000084	53.27257222222222222223	113693	198532	2	01010000206E6C0400EFDEF6A9CF5A1A400A1F86A5E3A24A40	01010000206C6C040000000000D0C1FB4000000000203C0841
792	390	634	Norg	6.46198557777777793	53.06695555555555555556	105749	175469	2	01010000206E6C0400EE1D4FBF12D91940C5B2E8FF91884A40	01010000206C6C04000000000050D1F94000000000686B0541
793	390	636	Numansdorp	4.43958002222222259	51.72821388888888888889	-30690	25480	2	01010000206E6C040074ADED4321C21140A8A2DA1C36DD4940	01010000206C6C04000000000080F8DDC00000000000E2D840
794	390	639	Nunspeet	5.78620224444444453	52.37681111111111111111	61430	97922	2	01010000206E6C040001B97F3312251740EE7EB3583B304A40	01010000206C6C040000000000C0FEED400000000020E8F740
795	391	648	Oene	6.04776891111111148	52.34465000000000000000	79294	94595	2	01010000206E6C040074F35B55EA3018408048BF7D1D2C4A40	01010000206C6C040000000000E05BF340000000003018F740
796	391	653	Oldeboorn	5.89458557777777781	53.04792222222222222222	67757	172680	2	01010000206E6C0400851DE03D0E9417401999BC5022864A40	01010000206C6C040000000000D08AF0400000000040140541
797	391	654	Oldebroek	5.89832168888888919	52.44817222222222222222	68951	105960	2	01010000206E6C0400D6420CA4E1971740C5B516B55D394A40	01010000206C6C04000000000070D5F0400000000080DEF940
798	391	655	Oldehove	6.39413835555555554	53.30472500000000000000	100645	201824	2	01010000206E6C040066D74C019993194005A3923A01A74A40	01010000206C6C0400000000005092F8400000000000A30841
799	391	656	Oldemarkt	5.97226613333333312	52.82231666666666666667	73348	147655	2	01010000206E6C04003AB3B6BB99E3174000252BAC41694A40	01010000206C6C04000000000040E8F1400000000038060241
